state,region,disease,year,cases,incidence_per_100k,population
Andaman and Nicobar Islands,South,Diarrhoeal Disease,2017,8596,10.14,84743392
Andaman and Nicobar Islands,South,Pneumonia,2017,45725,53.96,84743392
Andaman and Nicobar Islands,South,Tuberculosis,2018,93259,183.36,50860719
Andaman and Nicobar Islands,South,Malaria,2018,67238,132.2,50860719
Andaman and Nicobar Islands,South,Dengue,2018,51834,101.91,50860719
Andaman and Nicobar Islands,South,HIV/AIDS,2018,71885,141.34,50860719
Andaman and Nicobar Islands,South,Measles,2018,35542,69.88,50860719
Andaman and Nicobar Islands,South,Hepatitis B,2018,31046,,50860719
Andaman and Nicobar Islands,South,Diarrhoeal Disease,2018,88907,174.8,50860719
Andaman and Nicobar Islands,South,Pneumonia,2018,71881,141.33,50860719
Andaman and Nicobar Islands,South,Tuberculosis,2019,69079,58.4,118283836
Andaman and Nicobar Islands,South,Malaria,2019,91819,77.63,118283836
Andaman and Nicobar Islands,South,Dengue,2019,34256,28.96,118283836
Andaman and Nicobar Islands,South,HIV/AIDS,2019,90581,,118283836
Andaman and Nicobar Islands,South,Measles,2019,36108,30.53,118283836
Andaman and Nicobar Islands,South,Hepatitis B,2019,44272,,118283836
Andaman and Nicobar Islands,South,Diarrhoeal Disease,2019,40232,34.01,118283836
Andaman and Nicobar Islands,South,Pneumonia,2019,30567,25.84,118283836
Andaman and Nicobar Islands,South,Tuberculosis,2020,36030,85.35,42212061
Andaman and Nicobar Islands,South,Malaria,2020,30030,71.14,42212061
Andaman and Nicobar Islands,South,Dengue,2020,97795,231.68,42212061
Andaman and Nicobar Islands,South,HIV/AIDS,2020,78490,185.94,42212061
Andaman and Nicobar Islands,South,Measles,2020,32856,77.84,42212061
Andaman and Nicobar Islands,South,Hepatitis B,2020,78144,185.12,42212061
Andaman and Nicobar Islands,South,Diarrhoeal Disease,2020,94149,223.04,42212061
Andaman and Nicobar Islands,South,Pneumonia,2020,82232,194.81,42212061
Andaman and Nicobar Islands,South,Tuberculosis,2021,77626,,29136464
Andaman and Nicobar Islands,South,Malaria,2021,23413,80.36,29136464
Andaman and Nicobar Islands,South,Dengue,2021,65718,,29136464
Andaman and Nicobar Islands,South,HIV/AIDS,2021,4081,14.01,29136464
Andaman and Nicobar Islands,South,Measles,2021,45873,157.44,29136464
Andaman and Nicobar Islands,South,Hepatitis B,2021,80286,275.55,29136464
Andaman and Nicobar Islands,South,Diarrhoeal Disease,2021,98550,338.24,29136464
Andaman and Nicobar Islands,South,Pneumonia,2021,36629,125.72,29136464
Andaman and Nicobar Islands,South,Tuberculosis,2022,35090,225.68,15548453
Andaman and Nicobar Islands,South,Malaria,2022,89260,574.08,15548453
Andaman and Nicobar Islands,South,Dengue,2022,49657,319.37,15548453
Andaman and Nicobar Islands,South,HIV/AIDS,2022,72957,469.22,15548453
Andaman and Nicobar Islands,South,Measles,2022,40513,260.56,15548453
Andaman and Nicobar Islands,South,Hepatitis B,2022,27155,174.65,15548453
Andaman and Nicobar Islands,South,Diarrhoeal Disease,2022,58663,377.29,15548453
Andaman and Nicobar Islands,South,Pneumonia,2022,71030,456.83,15548453
Andaman and Nicobar Islands,South,Tuberculosis,2023,65505,97.84,66952856
Andaman and Nicobar Islands,South,Malaria,2023,30330,45.3,66952856
Andaman and Nicobar Islands,South,Dengue,2023,32331,48.29,66952856
Andaman and Nicobar Islands,South,HIV/AIDS,2023,17345,25.91,66952856
Andaman and Nicobar Islands,South,Measles,2023,14743,22.02,66952856
Andaman and Nicobar Islands,South,Hepatitis B,2023,83094,124.11,66952856
Andaman and Nicobar Islands,South,Diarrhoeal Disease,2023,48167,71.94,66952856
Andaman and Nicobar Islands,South,Pneumonia,2023,16244,24.26,66952856
Andaman and Nicobar Islands,South,Tuberculosis,2024,52897,153.5,34459908
Andaman and Nicobar Islands,South,Malaria,2024,13766,39.95,34459908
Andaman and Nicobar Islands,South,Dengue,2024,99696,289.31,34459908
Andaman and Nicobar Islands,South,HIV/AIDS,2024,30109,87.37,34459908
Andaman and Nicobar Islands,South,Measles,2024,42068,122.08,34459908
Andaman and Nicobar Islands,South,Hepatitis B,2024,84166,244.24,34459908
Andaman and Nicobar Islands,South,Diarrhoeal Disease,2024,323,0.94,34459908
Andaman and Nicobar Islands,South,Pneumonia,2024,3207,9.31,34459908
Chandigarh,North,Tuberculosis,2015,45032,70.53,63848881
Chandigarh,North,Malaria,2015,60364,94.54,63848881
Chandigarh,North,Dengue,2015,89178,139.67,63848881
Chandigarh,North,HIV/AIDS,2015,3402,5.33,63848881
Chandigarh,North,Measles,2015,43483,68.1,63848881
Chandigarh,North,Hepatitis B,2015,81444,127.56,63848881
Chandigarh,North,Diarrhoeal Disease,2015,97109,152.09,63848881
Chandigarh,North,Pneumonia,2015,50999,79.87,63848881
Chandigarh,North,Tuberculosis,2016,80531,285.42,28214996
Chandigarh,North,Malaria,2016,93694,332.07,28214996
Chandigarh,North,Dengue,2016,85836,304.22,28214996
Chandigarh,North,HIV/AIDS,2016,7722,27.37,28214996
Chandigarh,North,Measles,2016,41345,146.54,28214996
Chandigarh,North,Hepatitis B,2016,81558,289.06,28214996
Chandigarh,North,Diarrhoeal Disease,2016,76633,271.6,28214996
Chandigarh,North,Pneumonia,2016,14699,52.1,28214996
Chandigarh,North,Tuberculosis,2017,31615,120.55,26225092
Chandigarh,North,Malaria,2017,32440,123.7,26225092
Chandigarh,North,Dengue,2017,32178,122.7,26225092
Chandigarh,North,HIV/AIDS,2017,54926,209.44,26225092
Chandigarh,North,Measles,2017,12099,46.14,26225092
Chandigarh,North,Hepatitis B,2017,23833,90.88,26225092
Chandigarh,North,Diarrhoeal Disease,2017,37281,142.16,26225092
Chandigarh,North,Pneumonia,2017,14600,55.67,26225092
Chandigarh,North,Tuberculosis,2018,44417,62.67,70871777
Chandigarh,North,Malaria,2018,20065,28.31,70871777
Chandigarh,North,Dengue,2018,23116,32.62,70871777
Chandigarh,North,HIV/AIDS,2018,51735,73.0,70871777
Chandigarh,North,Measles,2018,71582,101.0,70871777
Chandigarh,North,Hepatitis B,2018,29718,41.93,70871777
Chandigarh,North,Diarrhoeal Disease,2018,23199,32.73,70871777
Chandigarh,North,Pneumonia,2018,80715,113.89,70871777
Chandigarh,North,Tuberculosis,2019,12589,92.21,13651976
Chandigarh,North,Malaria,2019,39477,289.17,13651976
Chandigarh,North,Dengue,2019,41255,302.19,13651976
Chandigarh,North,HIV/AIDS,2019,25325,185.5,13651976
Chandigarh,North,Measles,2019,91141,667.6,13651976
Chandigarh,North,Hepatitis B,2019,33703,246.87,13651976
Chandigarh,North,Diarrhoeal Disease,2019,26564,194.58,13651976
Chandigarh,North,Pneumonia,2019,18988,139.09,13651976
Chandigarh,North,Tuberculosis,2020,18870,33.41,56477512
Chandigarh,North,Malaria,2020,9078,,56477512
Chandigarh,North,Dengue,2020,48790,86.39,56477512
Chandigarh,North,HIV/AIDS,2020,68888,121.97,56477512
Chandigarh,North,Measles,2020,16064,28.44,56477512
Chandigarh,North,Hepatitis B,2020,5670,10.04,56477512
Chandigarh,North,Diarrhoeal Disease,2020,8568,15.17,56477512
Chandigarh,North,Pneumonia,2020,98154,173.79,56477512
Chandigarh,North,Tuberculosis,2021,13078,19.84,65918856
Chandigarh,North,Malaria,2021,74792,113.46,65918856
Chandigarh,North,Dengue,2021,59872,90.83,65918856
Chandigarh,North,HIV/AIDS,2021,45555,69.11,65918856
Chandigarh,North,Measles,2021,49360,74.88,65918856
Chandigarh,North,Hepatitis B,2021,81176,123.15,65918856
Chandigarh,North,Diarrhoeal Disease,2021,17857,27.09,65918856
Chandigarh,North,Pneumonia,2021,22844,34.65,65918856
Chandigarh,North,Tuberculosis,2022,43612,35.04,124478288
Chandigarh,North,Malaria,2022,83216,,124478288
Chandigarh,North,Dengue,2022,939,0.75,124478288
Chandigarh,North,HIV/AIDS,2022,89888,72.21,124478288
Chandigarh,North,Measles,2022,80703,64.83,124478288
Chandigarh,North,Hepatitis B,2022,67008,53.83,124478288
Chandigarh,North,Diarrhoeal Disease,2022,75792,,124478288
Chandigarh,North,Pneumonia,2022,14499,11.65,124478288
Chandigarh,North,Tuberculosis,2023,19998,33.8,59167055
Chandigarh,North,Malaria,2023,4932,,59167055
Chandigarh,North,Dengue,2023,27557,46.57,59167055
Chandigarh,North,HIV/AIDS,2023,73181,123.69,59167055
Chandigarh,North,Measles,2023,91358,154.41,59167055
Chandigarh,North,Hepatitis B,2023,66771,112.85,59167055
Chandigarh,North,Diarrhoeal Disease,2023,28245,47.74,59167055
Chandigarh,North,Pneumonia,2023,64697,109.35,59167055
Chandigarh,North,Tuberculosis,2024,35048,203.49,17223450
Chandigarh,North,Malaria,2024,33196,192.74,17223450
Chandigarh,North,Dengue,2024,10361,60.16,17223450
Chandigarh,North,HIV/AIDS,2024,23065,133.92,17223450
Chandigarh,North,Measles,2024,82539,479.22,17223450
Chandigarh,North,Hepatitis B,2024,69725,404.83,17223450
Chandigarh,North,Diarrhoeal Disease,2024,19873,115.38,17223450
Chandigarh,North,Pneumonia,2024,44044,255.72,17223450
Dadra and Nagar Haveli and Daman and Diu,West,Tuberculosis,2015,41849,48.98,85448219
Dadra and Nagar Haveli and Daman and Diu,West,Malaria,2015,21443,25.09,85448219
Dadra and Nagar Haveli and Daman and Diu,West,Dengue,2015,9531,11.15,85448219
Dadra and Nagar Haveli and Daman and Diu,West,HIV/AIDS,2015,59465,69.59,85448219
Dadra and Nagar Haveli and Daman and Diu,West,Measles,2015,21688,25.38,85448219
Dadra and Nagar Haveli and Daman and Diu,West,Hepatitis B,2015,32888,38.49,85448219
Dadra and Nagar Haveli and Daman and Diu,West,Diarrhoeal Disease,2015,54723,64.04,85448219
Dadra and Nagar Haveli and Daman and Diu,West,Pneumonia,2015,66018,77.26,85448219
Dadra and Nagar Haveli and Daman and Diu,West,Tuberculosis,2016,70569,98.51,71636382
Dadra and Nagar Haveli and Daman and Diu,West,Malaria,2016,40258,56.2,71636382
Dadra and Nagar Haveli and Daman and Diu,West,Dengue,2016,49421,68.99,71636382
Dadra and Nagar Haveli and Daman and Diu,West,HIV/AIDS,2016,86252,120.4,71636382
Dadra and Nagar Haveli and Daman and Diu,West,Measles,2016,81931,114.37,71636382
Dadra and Nagar Haveli and Daman and Diu,West,Hepatitis B,2016,75077,104.8,71636382
Dadra and Nagar Haveli and Daman and Diu,West,Diarrhoeal Disease,2016,28682,40.04,71636382
Dadra and Nagar Haveli and Daman and Diu,West,Pneumonia,2016,40052,55.91,71636382
Dadra and Nagar Haveli and Daman and Diu,West,Tuberculosis,2017,7022,106.51,6593081
Dadra and Nagar Haveli and Daman and Diu,West,Malaria,2017,18239,276.64,6593081
Dadra and Nagar Haveli and Daman and Diu,West,Dengue,2017,93152,1412.88,6593081
Dadra and Nagar Haveli and Daman and Diu,West,HIV/AIDS,2017,35451,537.7,6593081
Dadra and Nagar Haveli and Daman and Diu,West,Measles,2017,98155,1488.76,6593081
Dadra and Nagar Haveli and Daman and Diu,West,Hepatitis B,2017,34481,522.99,6593081
Dadra and Nagar Haveli and Daman and Diu,West,Diarrhoeal Disease,2017,34304,520.3,6593081
Dadra and Nagar Haveli and Daman and Diu,West,Pneumonia,2017,30165,457.53,6593081
Dadra and Nagar Haveli and Daman and Diu,West,Tuberculosis,2018,78210,102.88,76023538
Dadra and Nagar Haveli and Daman and Diu,West,Malaria,2018,85532,112.51,76023538
Dadra and Nagar Haveli and Daman and Diu,West,Dengue,2018,56600,74.45,76023538
Dadra and Nagar Haveli and Daman and Diu,West,HIV/AIDS,2018,996,1.31,76023538
Dadra and Nagar Haveli and Daman and Diu,West,Measles,2018,19871,26.14,76023538
Dadra and Nagar Haveli and Daman and Diu,West,Hepatitis B,2018,41240,54.25,76023538
Dadra and Nagar Haveli and Daman and Diu,West,Diarrhoeal Disease,2018,64970,85.46,76023538
Dadra and Nagar Haveli and Daman and Diu,West,Pneumonia,2018,13852,18.22,76023538
Dadra and Nagar Haveli and Daman and Diu,West,Tuberculosis,2019,78721,129.63,60727388
Dadra and Nagar Haveli and Daman and Diu,West,Malaria,2019,74571,122.8,60727388
Dadra and Nagar Haveli and Daman and Diu,West,Dengue,2019,28289,46.58,60727388
Dadra and Nagar Haveli and Daman and Diu,West,HIV/AIDS,2019,84951,139.89,60727388
Dadra and Nagar Haveli and Daman and Diu,West,Measles,2019,44087,72.6,60727388
Dadra and Nagar Haveli and Daman and Diu,West,Hepatitis B,2019,273,0.45,60727388
Dadra and Nagar Haveli and Daman and Diu,West,Diarrhoeal Disease,2019,75402,124.16,60727388
Dadra and Nagar Haveli and Daman and Diu,West,Pneumonia,2019,30436,50.12,60727388
Dadra and Nagar Haveli and Daman and Diu,West,Tuberculosis,2020,87456,245.52,35620029
Dadra and Nagar Haveli and Daman and Diu,West,Malaria,2020,62993,176.85,35620029
Dadra and Nagar Haveli and Daman and Diu,West,Dengue,2020,38857,109.09,35620029
Dadra and Nagar Haveli and Daman and Diu,West,HIV/AIDS,2020,34091,95.71,35620029
Dadra and Nagar Haveli and Daman and Diu,West,Measles,2020,85086,238.87,35620029
Dadra and Nagar Haveli and Daman and Diu,West,Hepatitis B,2020,22621,63.51,35620029
Dadra and Nagar Haveli and Daman and Diu,West,Diarrhoeal Disease,2020,34773,97.62,35620029
Dadra and Nagar Haveli and Daman and Diu,West,Pneumonia,2020,75633,212.33,35620029
Dadra and Nagar Haveli and Daman and Diu,West,Tuberculosis,2021,44885,120.22,37336255
Dadra and Nagar Haveli and Daman and Diu,West,Malaria,2021,97454,,37336255
Dadra and Nagar Haveli and Daman and Diu,West,Dengue,2021,73060,,37336255
Dadra and Nagar Haveli and Daman and Diu,West,HIV/AIDS,2021,9073,,37336255
Dadra and Nagar Haveli and Daman and Diu,West,Measles,2021,82761,221.66,37336255
Dadra and Nagar Haveli and Daman and Diu,West,Hepatitis B,2021,55845,149.57,37336255
Dadra and Nagar Haveli and Daman and Diu,West,Diarrhoeal Disease,2021,49941,133.76,37336255
Dadra and Nagar Haveli and Daman and Diu,West,Pneumonia,2021,59973,160.63,37336255
Dadra and Nagar Haveli and Daman and Diu,West,Tuberculosis,2022,94572,106.56,88746403
Dadra and Nagar Haveli and Daman and Diu,West,Malaria,2022,4658,5.25,88746403
Dadra and Nagar Haveli and Daman and Diu,West,Dengue,2022,92567,104.31,88746403
Dadra and Nagar Haveli and Daman and Diu,West,HIV/AIDS,2022,49988,56.33,88746403
Dadra and Nagar Haveli and Daman and Diu,West,Measles,2022,44574,50.23,88746403
Dadra and Nagar Haveli and Daman and Diu,West,Hepatitis B,2022,93672,105.55,88746403
Dadra and Nagar Haveli and Daman and Diu,West,Diarrhoeal Disease,2022,79698,89.8,88746403
Dadra and Nagar Haveli and Daman and Diu,West,Pneumonia,2022,93214,105.03,88746403
Dadra and Nagar Haveli and Daman and Diu,West,Tuberculosis,2023,21950,30.76,71355655
Dadra and Nagar Haveli and Daman and Diu,West,Malaria,2023,70807,99.23,71355655
Dadra and Nagar Haveli and Daman and Diu,West,Dengue,2023,66792,93.6,71355655
Dadra and Nagar Haveli and Daman and Diu,West,HIV/AIDS,2023,83386,116.86,71355655
Dadra and Nagar Haveli and Daman and Diu,West,Measles,2023,608,0.85,71355655
Dadra and Nagar Haveli and Daman and Diu,West,Hepatitis B,2023,58622,82.15,71355655
Dadra and Nagar Haveli and Daman and Diu,West,Diarrhoeal Disease,2023,28999,40.64,71355655
Dadra and Nagar Haveli and Daman and Diu,West,Pneumonia,2023,41984,58.84,71355655
Dadra and Nagar Haveli and Daman and Diu,West,Tuberculosis,2024,15607,23.25,67139449
Dadra and Nagar Haveli and Daman and Diu,West,Malaria,2024,83734,124.72,67139449
Dadra and Nagar Haveli and Daman and Diu,West,Dengue,2024,48548,72.31,67139449
Dadra and Nagar Haveli and Daman and Diu,West,HIV/AIDS,2024,58788,87.56,67139449
Dadra and Nagar Haveli and Daman and Diu,West,Measles,2024,2890,4.3,67139449
Dadra and Nagar Haveli and Daman and Diu,West,Hepatitis B,2024,14822,22.08,67139449
Dadra and Nagar Haveli and Daman and Diu,West,Diarrhoeal Disease,2024,21786,32.45,67139449
Dadra and Nagar Haveli and Daman and Diu,West,Pneumonia,2024,60472,90.07,67139449
Delhi,North,Tuberculosis,2015,57215,398.26,14366148
Delhi,North,Malaria,2015,63078,439.07,14366148
Delhi,North,Dengue,2015,98593,686.29,14366148
Delhi,North,HIV/AIDS,2015,27186,189.24,14366148
Delhi,North,Measles,2015,11068,77.04,14366148
Delhi,North,Hepatitis B,2015,78812,548.6,14366148
Delhi,North,Diarrhoeal Disease,2015,27218,189.46,14366148
Delhi,North,Pneumonia,2015,68716,478.32,14366148
Delhi,North,Tuberculosis,2016,56257,71.55,78624399
Delhi,North,Malaria,2016,42383,53.91,78624399
Delhi,North,Dengue,2016,93802,119.3,78624399
Delhi,North,HIV/AIDS,2016,77850,99.02,78624399
Delhi,North,Measles,2016,45989,58.49,78624399
Delhi,North,Hepatitis B,2016,65115,82.82,78624399
Delhi,North,Diarrhoeal Disease,2016,51781,65.86,78624399
Delhi,North,Pneumonia,2016,86188,109.62,78624399
Delhi,North,Tuberculosis,2017,37154,38.82,95710895
Delhi,North,Malaria,2017,18531,19.36,95710895
Delhi,North,Dengue,2017,49896,52.13,95710895
Delhi,North,HIV/AIDS,2017,71739,74.95,95710895
Delhi,North,Measles,2017,9031,9.44,95710895
Delhi,North,Hepatitis B,2017,48596,50.77,95710895
Delhi,North,Diarrhoeal Disease,2017,82254,85.94,95710895
Delhi,North,Pneumonia,2017,61507,64.26,95710895
Delhi,North,Tuberculosis,2018,62202,51.43,120956480
Delhi,North,Malaria,2018,24790,20.49,120956480
Delhi,North,Dengue,2018,33015,27.29,120956480
Delhi,North,HIV/AIDS,2018,96651,79.91,120956480
Delhi,North,Measles,2018,39441,32.61,120956480
Delhi,North,Hepatitis B,2018,95138,78.65,120956480
Delhi,North,Diarrhoeal Disease,2018,53229,44.01,120956480
Delhi,North,Pneumonia,2018,71466,59.08,120956480
Delhi,North,Tuberculosis,2019,26214,311.25,8422250
Delhi,North,Malaria,2019,87587,1039.95,8422250
Delhi,North,Dengue,2019,70481,836.84,8422250
Delhi,North,HIV/AIDS,2019,64739,,8422250
Delhi,North,Measles,2019,44967,533.91,8422250
Delhi,North,Hepatitis B,2019,34330,407.61,8422250
Delhi,North,Diarrhoeal Disease,2019,94970,1127.61,8422250
Delhi,North,Pneumonia,2019,40111,476.25,8422250
Delhi,North,Tuberculosis,2020,23553,69.47,33903646
Delhi,North,Malaria,2020,62348,183.9,33903646
Delhi,North,Dengue,2020,27395,80.8,33903646
Delhi,North,HIV/AIDS,2020,40112,118.31,33903646
Delhi,North,Measles,2020,54312,160.2,33903646
Delhi,North,Hepatitis B,2020,88982,262.46,33903646
Delhi,North,Diarrhoeal Disease,2020,30468,89.87,33903646
Delhi,North,Pneumonia,2020,96054,283.31,33903646
Delhi,North,Tuberculosis,2021,44075,36.55,120586197
Delhi,North,Malaria,2021,91943,76.25,120586197
Delhi,North,Dengue,2021,47147,39.1,120586197
Delhi,North,HIV/AIDS,2021,32868,27.26,120586197
Delhi,North,Measles,2021,89694,74.38,120586197
Delhi,North,Hepatitis B,2021,96311,79.87,120586197
Delhi,North,Diarrhoeal Disease,2021,12689,,120586197
Delhi,North,Pneumonia,2021,80967,,120586197
Delhi,North,Tuberculosis,2022,62221,83.15,74833122
Delhi,North,Malaria,2022,45673,61.03,74833122
Delhi,North,Dengue,2022,5506,7.36,74833122
Delhi,North,HIV/AIDS,2022,77234,103.21,74833122
Delhi,North,Measles,2022,41733,55.77,74833122
Delhi,North,Hepatitis B,2022,32470,43.39,74833122
Delhi,North,Diarrhoeal Disease,2022,97842,130.75,74833122
Delhi,North,Pneumonia,2022,47926,64.04,74833122
Delhi,North,Tuberculosis,2023,92150,80.95,113833883
Delhi,North,Malaria,2023,23959,21.05,113833883
Delhi,North,Dengue,2023,50480,44.35,113833883
Delhi,North,HIV/AIDS,2023,35561,,113833883
Delhi,North,Measles,2023,88482,77.73,113833883
Delhi,North,Hepatitis B,2023,35392,31.09,113833883
Delhi,North,Diarrhoeal Disease,2023,70942,62.32,113833883
Delhi,North,Pneumonia,2023,7634,6.71,113833883
Delhi,North,Tuberculosis,2024,28947,43.39,66708570
Delhi,North,Malaria,2024,29704,44.53,66708570
Delhi,North,Dengue,2024,24547,36.8,66708570
Delhi,North,HIV/AIDS,2024,42524,63.75,66708570
Delhi,North,Measles,2024,98966,148.36,66708570
Delhi,North,Hepatitis B,2024,40213,,66708570
Delhi,North,Diarrhoeal Disease,2024,64500,96.69,66708570
Delhi,North,Pneumonia,2024,54746,82.07,66708570
Jammu and Kashmir,North,Tuberculosis,2015,96141,335.34,28669587
Jammu and Kashmir,North,Malaria,2015,42002,146.5,28669587
Jammu and Kashmir,North,Dengue,2015,77349,269.79,28669587
Jammu and Kashmir,North,HIV/AIDS,2015,326,,28669587
Jammu and Kashmir,North,Measles,2015,21719,75.76,28669587
Jammu and Kashmir,North,Hepatitis B,2015,27021,94.25,28669587
Jammu and Kashmir,North,Diarrhoeal Disease,2015,94657,330.17,28669587
Jammu and Kashmir,North,Pneumonia,2015,94909,331.04,28669587
Jammu and Kashmir,North,Tuberculosis,2016,17329,372.2,4655857
Jammu and Kashmir,North,Malaria,2016,4004,86.0,4655857
Jammu and Kashmir,North,Dengue,2016,6600,141.76,4655857
Jammu and Kashmir,North,HIV/AIDS,2016,63452,1362.84,4655857
Jammu and Kashmir,North,Measles,2016,74305,1595.95,4655857
Jammu and Kashmir,North,Hepatitis B,2016,17157,368.5,4655857
Jammu and Kashmir,North,Diarrhoeal Disease,2016,30629,657.86,4655857
Jammu and Kashmir,North,Pneumonia,2016,42242,907.29,4655857
Jammu and Kashmir,North,Tuberculosis,2017,2902,2.44,119051213
Jammu and Kashmir,North,Malaria,2017,36235,30.44,119051213
Jammu and Kashmir,North,Dengue,2017,58999,49.56,119051213
Jammu and Kashmir,North,HIV/AIDS,2017,35242,29.6,119051213
Jammu and Kashmir,North,Measles,2017,22223,18.67,119051213
Jammu and Kashmir,North,Hepatitis B,2017,29639,24.9,119051213
Jammu and Kashmir,North,Diarrhoeal Disease,2017,39790,33.42,119051213
Jammu and Kashmir,North,Pneumonia,2017,32493,27.29,119051213
Jammu and Kashmir,North,Tuberculosis,2018,1324,23.57,5616955
Jammu and Kashmir,North,Malaria,2018,80806,1438.61,5616955
Jammu and Kashmir,North,Dengue,2018,42631,758.97,5616955
Jammu and Kashmir,North,HIV/AIDS,2018,24006,427.38,5616955
Jammu and Kashmir,North,Measles,2018,65571,1167.38,5616955
Jammu and Kashmir,North,Hepatitis B,2018,93401,1662.84,5616955
Jammu and Kashmir,North,Diarrhoeal Disease,2018,76434,1360.77,5616955
Jammu and Kashmir,North,Pneumonia,2018,25387,451.97,5616955
Jammu and Kashmir,North,Tuberculosis,2019,11895,609.76,1950769
Jammu and Kashmir,North,Malaria,2019,69316,3553.27,1950769
Jammu and Kashmir,North,Dengue,2019,63962,3278.81,1950769
Jammu and Kashmir,North,HIV/AIDS,2019,12367,633.96,1950769
Jammu and Kashmir,North,Measles,2019,615,31.53,1950769
Jammu and Kashmir,North,Hepatitis B,2019,89910,4608.95,1950769
Jammu and Kashmir,North,Diarrhoeal Disease,2019,46931,2405.77,1950769
Jammu and Kashmir,North,Pneumonia,2019,62096,3183.15,1950769
Jammu and Kashmir,North,Tuberculosis,2020,36442,44.07,82689832
Jammu and Kashmir,North,Malaria,2020,62486,75.57,82689832
Jammu and Kashmir,North,Dengue,2020,46578,56.33,82689832
Jammu and Kashmir,North,HIV/AIDS,2020,48955,59.2,82689832
Jammu and Kashmir,North,Measles,2020,30271,36.61,82689832
Jammu and Kashmir,North,Hepatitis B,2020,97455,117.86,82689832
Jammu and Kashmir,North,Diarrhoeal Disease,2020,20076,24.28,82689832
Jammu and Kashmir,North,Pneumonia,2020,66672,80.63,82689832
Jammu and Kashmir,North,Tuberculosis,2021,20837,21.99,94755386
Jammu and Kashmir,North,Malaria,2021,28537,30.12,94755386
Jammu and Kashmir,North,Dengue,2021,26306,27.76,94755386
Jammu and Kashmir,North,HIV/AIDS,2021,1747,1.84,94755386
Jammu and Kashmir,North,Measles,2021,24262,25.6,94755386
Jammu and Kashmir,North,Hepatitis B,2021,49500,52.24,94755386
Jammu and Kashmir,North,Diarrhoeal Disease,2021,59337,,94755386
Jammu and Kashmir,North,Pneumonia,2021,23863,25.18,94755386
Jammu and Kashmir,North,Tuberculosis,2022,28880,37.68,76653894
Jammu and Kashmir,North,Malaria,2022,37328,48.7,76653894
Jammu and Kashmir,North,Dengue,2022,7581,9.89,76653894
Jammu and Kashmir,North,HIV/AIDS,2022,95317,124.35,76653894
Jammu and Kashmir,North,Measles,2022,1869,,76653894
Jammu and Kashmir,North,Hepatitis B,2022,23059,30.08,76653894
Jammu and Kashmir,North,Diarrhoeal Disease,2022,8239,10.75,76653894
Jammu and Kashmir,North,Pneumonia,2022,72151,94.13,76653894
Jammu and Kashmir,North,Tuberculosis,2023,61318,401.31,15279468
Jammu and Kashmir,North,Malaria,2023,84469,552.83,15279468
Jammu and Kashmir,North,Dengue,2023,27428,179.51,15279468
Jammu and Kashmir,North,HIV/AIDS,2023,62023,405.92,15279468
Jammu and Kashmir,North,Measles,2023,79977,523.43,15279468
Jammu and Kashmir,North,Hepatitis B,2023,47596,311.5,15279468
Jammu and Kashmir,North,Diarrhoeal Disease,2023,18804,123.07,15279468
Jammu and Kashmir,North,Pneumonia,2023,29817,195.14,15279468
Jammu and Kashmir,North,Tuberculosis,2024,99339,210.92,47098811
Jammu and Kashmir,North,Malaria,2024,32225,,47098811
Jammu and Kashmir,North,Dengue,2024,72030,152.93,47098811
Jammu and Kashmir,North,HIV/AIDS,2024,18112,38.46,47098811
Jammu and Kashmir,North,Measles,2024,5767,12.24,47098811
Jammu and Kashmir,North,Hepatitis B,2024,15329,32.55,47098811
Jammu and Kashmir,North,Diarrhoeal Disease,2024,68758,145.99,47098811
Jammu and Kashmir,North,Pneumonia,2024,96292,204.45,47098811
Ladakh,North,Tuberculosis,2015,21470,83.1,25834965
Ladakh,North,Malaria,2015,87024,336.85,25834965
Ladakh,North,Dengue,2015,56528,,25834965
Ladakh,North,HIV/AIDS,2015,29958,115.96,25834965
Ladakh,North,Measles,2015,8825,34.16,25834965
Ladakh,North,Hepatitis B,2015,8240,31.89,25834965
Ladakh,North,Diarrhoeal Disease,2015,35097,135.85,25834965
Ladakh,North,Pneumonia,2015,72693,281.37,25834965
Ladakh,North,Tuberculosis,2016,23200,27.55,84223063
Ladakh,North,Malaria,2016,38034,45.16,84223063
Ladakh,North,Dengue,2016,2341,2.78,84223063
Ladakh,North,HIV/AIDS,2016,85030,100.96,84223063
Ladakh,North,Measles,2016,46781,55.54,84223063
Ladakh,North,Hepatitis B,2016,35046,41.61,84223063
Ladakh,North,Diarrhoeal Disease,2016,43701,51.89,84223063
Ladakh,North,Pneumonia,2016,5923,7.03,84223063
Ladakh,North,Tuberculosis,2017,43569,56.26,77445446
Ladakh,North,Malaria,2017,32450,41.9,77445446
Ladakh,North,Dengue,2017,20360,26.29,77445446
Ladakh,North,HIV/AIDS,2017,42835,55.31,77445446
Ladakh,North,Measles,2017,3535,4.56,77445446
Ladakh,North,Hepatitis B,2017,96144,124.14,77445446
Ladakh,North,Diarrhoeal Disease,2017,88221,113.91,77445446
Ladakh,North,Pneumonia,2017,68144,87.99,77445446
Ladakh,North,Tuberculosis,2018,67302,73.35,91750651
Ladakh,North,Malaria,2018,25635,27.94,91750651
Ladakh,North,Dengue,2018,86864,94.67,91750651
Ladakh,North,HIV/AIDS,2018,98982,107.88,91750651
